,College_Name,State,Public_or_Private,Apps_received,Apps_accepted,New_students,Percent_from_top_10,Percent_from_top_25,FT_undergrads,PT_undergrads,in-state_tuition,out-of-state_tuition,room,board,fees,book_costs,personal_costs,PhD_Faculty,faculty_student_ratio,Graduation_rate
488,Bowie State University,MD,1,1643.0,882.0,407.0,,,2179.0,1089.0,2141.0,4869.0,2384.0,1691.0,673.0,600.0,2200.0,57.0,22.0,17.0
489,College of Notre Dame of Maryland,MD,2,457.0,356.0,177.0,35.0,61.0,667.0,1983.0,11180.0,11180.0,,,100.0,600.0,700.0,64.0,11.5,75.0
490,Columbia Union College,MD,2,1301.0,957.0,101.0,13.0,34.0,514.0,466.0,9500.0,9500.0,1950.0,1500.0,260.0,700.0,,47.0,13.9,63.0
491,Coppin State College,MD,1,1478.0,723.0,381.0,,,1863.0,775.0,2600.0,5000.0,4540.0,,94.0,500.0,700.0,69.0,16.3,
492,Frostburg State University,MD,1,2916.0,2167.0,911.0,,,4147.0,449.0,2431.0,5428.0,2280.0,2110.0,418.0,700.0,950.0,78.0,17.8,54.0
493,Goucher College,MD,2,1151.0,813.0,248.0,40.0,64.0,850.0,80.0,15588.0,15588.0,4114.0,2060.0,100.0,500.0,1200.0,78.0,9.2,77.0
494,Hood College,MD,2,699.0,565.0,176.0,36.0,64.0,710.0,399.0,13960.0,13960.0,,,150.0,450.0,690.0,82.0,14.4,72.0
495,Johns Hopkins University,MD,2,8474.0,3446.0,911.0,75.0,94.0,3566.0,1569.0,18800.0,18800.0,3815.0,2925.0,,500.0,1040.0,96.0,3.3,90.0
496,Loyola College,MD,2,4076.0,3137.0,738.0,25.0,54.0,3010.0,184.0,12990.0,12990.0,,,190.0,600.0,900.0,86.0,14.7,80.0
497,Morgan State University,MD,1,5892.0,3034.0,1358.0,20.0,80.0,4517.0,745.0,1794.0,4136.0,,,643.0,550.0,,80.0,18.2,29.0
498,Mount Saint Mary's College,MD,2,1321.0,1159.0,328.0,15.0,36.0,1243.0,79.0,12850.0,12850.0,3100.0,3100.0,,550.0,900.0,77.0,12.8,80.0
499,Salisbury State University,MD,1,4216.0,2290.0,736.0,20.0,52.0,4296.0,1027.0,2328.0,5130.0,2190.0,2500.0,766.0,600.0,1450.0,73.0,17.9,56.0
500,St. John's College,MD,2,323.0,278.0,122.0,31.0,51.0,393.0,4.0,16150.0,16150.0,5450.0,,200.0,275.0,800.0,63.0,7.2,64.0
501,St. Mary's College of Maryland,MD,1,1340.0,695.0,285.0,42.0,73.0,1315.0,209.0,4000.0,6800.0,4730.0,,915.0,675.0,1250.0,84.0,11.6,63.0
502,Towson State University,MD,1,6151.0,3837.0,1215.0,,,9247.0,3584.0,2166.0,5166.0,2660.0,1820.0,1121.0,660.0,1053.0,76.0,17.6,60.0
503,United States Naval Academy,MD,1,11522.0,1463.0,1181.0,50.0,85.0,4125.0,,,,,,,,,54.0,6.8,94.0
504,University of Maryland at College Park,MD,1,14292.0,10315.0,3409.0,22.0,53.0,19340.0,3991.0,2919.0,8723.0,2899.0,2247.0,561.0,550.0,1550.0,89.0,18.1,63.0
505,University of Maryland at Baltimore County,MD,1,4269.0,2594.0,985.0,27.0,57.0,6476.0,2592.0,3338.0,8594.0,1930.0,2478.0,,494.0,2768.0,82.0,18.4,55.0
506,University of Maryland Eastern Shore,MD,1,1600.0,1016.0,508.0,,,2067.0,199.0,2674.0,7014.0,2080.0,1500.0,,500.0,,56.0,17.8,35.0
507,Villa Julie College,MD,2,823.0,347.0,237.0,,52.0,1055.0,803.0,7400.0,7400.0,,,90.0,600.0,2910.0,39.0,10.2,72.0
508,Washington College,MD,2,1209.0,942.0,214.0,31.0,60.0,822.0,46.0,15276.0,15276.0,2372.0,2946.0,,500.0,300.0,79.0,11.2,65.0
509,Western Maryland College,MD,2,1205.0,984.0,278.0,31.0,50.0,1071.0,98.0,14510.0,14510.0,2430.0,2910.0,,500.0,1400.0,84.0,12.5,60.0
510,University of Maine at Presque Isle,ME,1,461.0,381.0,235.0,10.0,40.0,974.0,503.0,2700.0,6600.0,1904.0,1726.0,200.0,400.0,1675.0,67.0,15.2,35.0
511,Bates College,ME,2,3461.0,1541.0,577.0,53.0,90.0,1599.0,,25180.0,25180.0,,,,650.0,1120.0,79.0,9.8,93.0
512,Bowdoin College,ME,2,3356.0,1019.0,418.0,76.0,100.0,1490.0,8.0,19030.0,19030.0,2620.0,3265.0,325.0,1495.0,875.0,93.0,11.2,96.0
513,Colby College,ME,2,2848.0,1319.0,456.0,58.0,84.0,1720.0,35.0,18930.0,18930.0,2890.0,2700.0,900.0,500.0,1000.0,83.0,10.2,91.0
514,University of Maine at Farmington,ME,1,1208.0,803.0,438.0,20.0,48.0,1906.0,344.0,2790.0,6810.0,2124.0,1846.0,240.0,450.0,1647.0,67.0,15.9,59.0
515,University of Maine at Fort Kent,ME,1,225.0,168.0,104.0,5.0,28.0,467.0,174.0,1968.0,4800.0,1675.0,1720.0,90.0,500.0,,65.0,15.0,38.0
516,Husson College,ME,2,723.0,652.0,361.0,10.0,30.0,951.0,706.0,7800.0,7800.0,4000.0,,100.0,350.0,1500.0,36.0,22.0,84.0
517,University of New England,ME,2,1209.0,750.0,265.0,19.0,54.0,820.0,159.0,11450.0,11450.0,5045.0,,500.0,900.0,2500.0,72.0,11.4,64.0
518,Saint Joseph's College,ME,2,833.0,682.0,217.0,12.0,33.0,716.0,2196.0,9985.0,9985.0,,,295.0,500.0,800.0,53.0,27.2,85.0
519,Thomas College,ME,2,356.0,312.0,139.0,18.0,65.0,388.0,412.0,8850.0,8850.0,2300.0,2150.0,200.0,600.0,1000.0,29.0,21.8,75.0
520,University of Maine at Orono,ME,1,5260.0,4589.0,1741.0,23.0,52.0,7366.0,1795.0,3085.0,7975.0,4385.0,,,500.0,,93.0,14.5,56.0
521,University of Maine at Machias,ME,1,441.0,369.0,172.0,17.0,45.0,633.0,317.0,2700.0,6600.0,1830.0,1850.0,175.0,600.0,400.0,46.0,15.1,64.0
522,Unity College,ME,2,456.0,409.0,185.0,,,458.0,25.0,8750.0,9550.0,2375.0,2375.0,425.0,400.0,700.0,45.0,11.4,44.0
523,University of Southern Maine,ME,1,2335.0,1933.0,905.0,10.0,39.0,3556.0,2917.0,2880.0,8160.0,,,226.0,500.0,1530.0,,14.6,
524,Adrian College,MI,2,1428.0,1097.0,336.0,22.0,50.0,1036.0,99.0,11250.0,11250.0,1590.0,2160.0,100.0,400.0,1165.0,53.0,12.9,54.0
525,Albion College,MI,2,1899.0,1720.0,489.0,37.0,68.0,1594.0,32.0,13868.0,13868.0,2426.0,2400.0,1042.0,450.0,850.0,89.0,13.7,73.0
526,Alma College,MI,2,1267.0,1080.0,385.0,44.0,73.0,1306.0,28.0,12572.0,12572.0,2226.0,2326.0,297.0,400.0,400.0,79.0,15.3,68.0
527,Andrews University,MI,2,1130.0,704.0,322.0,14.0,23.0,1586.0,326.0,9996.0,9996.0,1815.0,1275.0,135.0,900.0,1320.0,62.0,11.5,46.0
528,Aquinas College,MI,2,619.0,516.0,219.0,20.0,51.0,1251.0,767.0,11208.0,11208.0,4124.0,,,350.0,1615.0,55.0,12.7,65.0
529,Calvin College,MI,2,1784.0,1512.0,913.0,29.0,56.0,3401.0,136.0,10230.0,10230.0,1570.0,2140.0,,400.0,1210.0,75.0,14.8,81.0
530,Central Michigan University,MI,1,7304.0,6263.0,2539.0,,,13244.0,1396.0,2725.0,6660.0,,,250.0,600.0,1000.0,66.0,20.4,70.0
531,Concordia College,MI,2,180.0,171.0,74.0,19.0,39.0,562.0,18.0,10430.0,10430.0,,,,400.0,500.0,55.0,11.6,84.0
532,William Tyndale College,MI,2,260.0,195.0,139.0,,,235.0,307.0,5519.0,5519.0,,2400.0,255.0,500.0,500.0,85.0,12.9,16.0
533,Eastern Michigan University,MI,1,6693.0,5423.0,2242.0,,,13142.0,6421.0,2482.0,6360.0,4031.0,,233.0,600.0,1200.0,74.0,20.6,49.0
534,Ferris State University,MI,1,8671.0,5855.0,3395.0,,,8996.0,1901.0,3412.0,6911.0,4171.0,,,590.0,1082.0,38.0,18.2,57.0
535,Grand Valley State University,MI,1,5165.0,3887.0,1561.0,20.0,60.0,8234.0,2619.0,2422.0,6108.0,3800.0,,120.0,500.0,1000.0,64.0,20.6,57.0
536,Hillsdale College,MI,2,920.0,745.0,347.0,35.0,66.0,1133.0,42.0,11090.0,11090.0,2600.0,2100.0,210.0,400.0,750.0,80.0,12.0,79.0
537,Hope College,MI,2,1712.0,1483.0,624.0,37.0,69.0,2505.0,208.0,12275.0,12275.0,1980.0,2361.0,84.0,465.0,1100.0,72.0,12.5,72.0
538,Kalamazoo College,MI,2,1224.0,1101.0,338.0,55.0,84.0,1218.0,,16179.0,16179.0,2667.0,2427.0,70.0,510.0,780.0,75.0,12.4,74.0
539,Lawrence Technological University,MI,2,867.0,695.0,312.0,28.0,67.0,2176.0,2063.0,6759.0,6759.0,,2250.0,90.0,700.0,,40.0,15.8,45.0
540,Madonna University,MI,2,440.0,391.0,231.0,13.0,27.0,1367.0,2662.0,5040.0,5040.0,2074.0,2078.0,40.0,395.0,1155.0,54.0,14.7,57.0
541,Marygrove College,MI,2,,177.0,125.0,10.0,75.0,602.0,488.0,8094.0,8094.0,1100.0,880.0,48.0,566.0,,51.0,10.6,23.0
542,Michigan State University,MI,1,18114.0,15096.0,6180.0,23.0,57.0,26640.0,4120.0,4103.0,10658.0,1646.0,2088.0,524.0,504.0,600.0,93.0,14.0,71.0
543,Michigan Technological University,MI,1,2618.0,2288.0,1032.0,42.0,77.0,5524.0,414.0,3510.0,8127.0,1836.0,2142.0,126.0,900.0,1200.0,82.0,17.0,65.0
544,Lake Superior State University,MI,1,1406.0,1169.0,522.0,10.0,28.0,2432.0,592.0,3312.0,6456.0,1625.0,2561.0,,500.0,600.0,47.0,19.9,51.0
545,Northern Michigan University,MI,1,4519.0,3844.0,1432.0,,25.0,6261.0,1634.0,2076.0,3880.0,,,50.0,400.0,1165.0,59.0,22.0,51.0
546,Oakland University,MI,1,3041.0,2581.0,1173.0,16.0,56.0,6441.0,3982.0,3123.0,9114.0,,,230.0,400.0,650.0,88.0,19.7,53.0
547,Olivet College,MI,2,620.0,565.0,296.0,,,766.0,58.0,10500.0,10500.0,1600.0,1900.0,,550.0,500.0,53.0,16.0,51.0
548,Saginaw Valley State University,MI,1,1549.0,1349.0,687.0,,,3598.0,2147.0,2674.0,5673.0,3650.0,,217.0,550.0,900.0,77.0,18.2,40.0
549,Siena Heights College,MI,2,464.0,419.0,183.0,10.0,31.0,686.0,287.0,9240.0,9240.0,1940.0,1940.0,,475.0,1090.0,29.0,7.2,47.0
550,Spring Arbor College,MI,2,372.0,362.0,181.0,15.0,32.0,1501.0,353.0,8600.0,8600.0,1980.0,1570.0,106.0,385.0,665.0,48.0,15.4,49.0
551,University of Detroit Mercy,MI,2,927.0,731.0,415.0,24.0,50.0,2149.0,2217.0,11130.0,11130.0,1926.0,2070.0,100.0,600.0,2166.0,72.0,13.5,51.0
552,University of Michigan at Dearborn,MI,1,1796.0,1303.0,882.0,37.0,72.0,3493.0,3116.0,3440.0,10116.0,,,,466.0,1862.0,80.0,18.0,63.0
553,University of Michigan at Flint,MI,1,970.0,877.0,551.0,23.0,55.0,3105.0,2944.0,2916.0,9534.0,,,80.0,500.0,1000.0,70.0,17.7,64.0
554,Wayne State University,MI,1,4219.0,3098.0,1543.0,,44.0,9778.0,10455.0,3271.0,7162.0,,3271.0,100.0,468.0,,85.0,10.9,41.0
555,Western Michigan University,MI,1,9167.0,7191.0,2738.0,24.0,53.0,15739.0,4278.0,2785.0,6940.0,1675.0,2425.0,455.0,500.0,1700.0,80.0,24.7,55.0
556,Baker College of Flint,MI,2,1754.0,1754.0,1171.0,,,2805.0,1342.0,5760.0,5960.0,,,,600.0,,11.0,38.2,
557,Center for Creative Studies,MI,2,601.0,396.0,203.0,1.0,20.0,525.0,323.0,11230.0,11230.0,3843.0,2800.0,130.0,2340.0,620.0,8.0,6.8,47.0
558,Northwood University,MI,2,1093.0,998.0,285.0,5.0,25.0,1650.0,5180.0,9450.0,9450.0,2600.0,1785.0,215.0,600.0,,33.0,91.8,35.0
559,University of Michigan at Ann Arbor,MI,1,19152.0,12940.0,4893.0,66.0,92.0,22045.0,1339.0,5040.0,15732.0,,,175.0,476.0,1600.0,90.0,11.5,87.0
560,Augsburg College,MN,2,662.0,513.0,257.0,12.0,30.0,2074.0,726.0,11902.0,11902.0,4372.0,,112.0,540.0,950.0,65.0,12.8,58.0
561,Bemidji State University,MN,1,1208.0,877.0,546.0,12.0,36.0,3796.0,824.0,2133.0,4425.0,2700.0,,382.0,660.0,1800.0,57.0,19.6,46.0
562,Carleton College,MN,2,2694.0,1579.0,489.0,75.0,93.0,1870.0,12.0,19292.0,19292.0,1623.0,2334.0,126.0,550.0,550.0,81.0,10.4,91.0
563,College of Saint Benedict,MN,2,938.0,864.0,511.0,29.0,62.0,1715.0,103.0,12247.0,12247.0,1971.0,2250.0,88.0,500.0,600.0,70.0,13.1,72.0
564,College of Saint Catherine,MN,2,511.0,411.0,186.0,23.0,51.0,1692.0,562.0,12224.0,12224.0,2290.0,2150.0,220.0,450.0,1000.0,63.0,11.5,77.0
565,College of St. Scholastica,MN,2,672.0,596.0,278.0,29.0,60.0,1350.0,275.0,11844.0,11844.0,,,75.0,450.0,1146.0,54.0,11.6,72.0
566,University of St. Thomas,MN,2,2057.0,1807.0,828.0,26.0,53.0,4106.0,982.0,11712.0,11712.0,1716.0,2321.0,36.0,500.0,800.0,80.0,13.8,89.0
567,Concordia College-Moorhead,MN,2,2007.0,1808.0,829.0,30.0,61.0,2917.0,82.0,10110.0,10110.0,1760.0,1405.0,100.0,450.0,800.0,,13.4,69.0
568,Concordia College at St. Paul,MN,2,281.0,266.0,139.0,13.0,29.0,1049.0,181.0,10500.0,10500.0,,,,450.0,950.0,69.0,12.8,45.0
569,Gustavus Adolphus College,MN,2,1709.0,1385.0,634.0,36.0,72.0,2281.0,50.0,14125.0,14125.0,3600.0,,35.0,400.0,700.0,79.0,12.5,80.0
570,Hamline University,MN,2,1006.0,825.0,328.0,34.0,73.0,1362.0,102.0,13252.0,13252.0,2026.0,2168.0,156.0,450.0,550.0,89.0,13.0,65.0
571,Macalester College,MN,2,2939.0,1496.0,452.0,56.0,86.0,1723.0,113.0,15909.0,15909.0,2480.0,2292.0,101.0,500.0,700.0,85.0,11.9,77.0
572,Mankato State University,MN,1,3073.0,2672.0,1547.0,9.0,29.0,9649.0,1792.0,2600.0,4300.0,2643.0,,300.0,450.0,1660.0,57.0,19.0,68.0
573,Moorhead State University,MN,1,2442.0,2164.0,1189.0,12.0,37.0,5983.0,1075.0,2134.0,4426.0,2664.0,,279.0,600.0,1000.0,76.0,18.1,60.0
574,Northwestern College,MN,2,699.0,601.0,352.0,17.0,43.0,1209.0,33.0,11328.0,11328.0,1095.0,1908.0,,400.0,1885.0,45.0,14.5,
575,Southwest State University,MN,1,1047.0,938.0,511.0,13.0,33.0,2091.0,546.0,2285.0,4285.0,2750.0,,365.0,600.0,1800.0,58.0,16.5,51.0
576,Saint Cloud State University,MN,1,3971.0,3306.0,1921.0,10.0,34.0,11493.0,2206.0,2270.0,4259.0,1704.0,921.0,255.0,350.0,1884.0,70.0,18.9,58.0
577,Saint John's University,MN,2,933.0,800.0,444.0,18.0,45.0,1691.0,72.0,12247.0,12247.0,2160.0,1921.0,88.0,500.0,600.0,76.0,12.0,70.0
578,Saint Mary's College of Minnesota,MN,2,876.0,802.0,367.0,14.0,35.0,1263.0,118.0,10800.0,10800.0,1700.0,1900.0,100.0,400.0,820.0,68.0,18.8,78.0
579,Saint Olaf College,MN,2,2248.0,1673.0,745.0,38.0,73.0,2888.0,105.0,14350.0,14350.0,2050.0,1700.0,,550.0,550.0,82.0,10.0,83.0
580,University of Minnesota at Duluth,MN,1,4192.0,3126.0,1656.0,15.0,45.0,5887.0,1254.0,2994.0,8828.0,,,310.0,753.0,2610.0,79.0,19.0,53.0
581,University of Minnesota at Morris,MN,1,1458.0,874.0,588.0,56.0,86.0,1846.0,154.0,3330.0,9843.0,1365.0,1755.0,315.0,600.0,1500.0,74.0,14.6,51.0
582,Winona State University,MN,1,3325.0,2047.0,1301.0,20.0,45.0,5800.0,872.0,2200.0,4200.0,2700.0,,400.0,300.0,1200.0,53.0,20.2,58.0
583,University of Minnesota Twin Cities,MN,1,11054.0,6397.0,3524.0,26.0,55.0,16502.0,21836.0,3171.0,8949.0,1498.0,2246.0,414.0,714.0,2910.0,88.0,12.2,45.0
584,Bethel College,MN,2,856.0,698.0,310.0,,,1617.0,102.0,11050.0,11050.0,1780.0,2220.0,,,,60.0,12.1,68.0
585,Avila College,MO,2,373.0,298.0,86.0,14.0,43.0,651.0,490.0,8950.0,8950.0,3800.0,,80.0,500.0,,57.0,10.6,54.0
586,Central Methodist College,MO,2,633.0,504.0,210.0,11.0,32.0,920.0,148.0,7780.0,7780.0,1820.0,1550.0,270.0,600.0,1300.0,50.0,15.1,49.0
587,Central Missouri State University,MO,1,4681.0,4101.0,1436.0,10.0,35.0,8094.0,1596.0,2310.0,4620.0,1210.0,2078.0,,300.0,2250.0,69.0,19.7,50.0
588,Columbia College,MO,2,314.0,158.0,132.0,10.0,28.0,690.0,5346.0,8294.0,8294.0,1372.0,2328.0,45.0,400.0,900.0,87.0,15.3,37.0
589,Culver-Stockton College,MO,2,1576.0,1110.0,274.0,24.0,55.0,992.0,112.0,8000.0,8000.0,,,,400.0,500.0,51.0,14.1,51.0
590,Drury College,MO,2,700.0,650.0,314.0,33.0,66.0,1065.0,48.0,8730.0,8730.0,1824.0,1699.0,272.0,500.0,750.0,82.0,13.2,67.0
591,Fontbonne College,MO,2,291.0,245.0,126.0,16.0,49.0,981.0,337.0,8390.0,8390.0,,,150.0,350.0,1500.0,45.0,21.5,62.0
592,Kansas City Art Institute,MO,2,639.0,427.0,182.0,,,527.0,32.0,6572.0,6572.0,,,336.0,1510.0,1695.0,,9.4,58.0
593,Lincoln University,MO,1,1400.0,1396.0,688.0,5.0,19.0,2019.0,1287.0,1800.0,3600.0,1112.0,1616.0,110.0,,,36.0,14.4,
594,Lindenwood College,MO,2,810.0,484.0,356.0,6.0,33.0,2155.0,191.0,9200.0,9200.0,2400.0,2400.0,200.0,1000.0,4200.0,65.0,24.1,100.0
595,Maryville University,MO,2,549.0,397.0,169.0,26.0,51.0,1343.0,1751.0,9250.0,9250.0,4550.0,,,425.0,1350.0,52.0,13.1,61.0
596,Missouri Southern State College,MO,1,1576.0,1326.0,913.0,13.0,50.0,3689.0,2200.0,1920.0,3840.0,,,86.0,200.0,400.0,52.0,20.3,100.0
597,Missouri Valley College,MO,2,1310.0,983.0,316.0,5.0,35.0,1057.0,175.0,8550.0,8550.0,2525.0,2525.0,100.0,400.0,900.0,35.0,17.4,27.0
598,Missouri Western State College,MO,1,1887.0,1870.0,848.0,8.0,30.0,3615.0,1446.0,1998.0,3900.0,1307.0,1304.0,128.0,500.0,2000.0,54.0,19.0,40.0
599,Northeast Missouri State University,MO,1,6040.0,4577.0,1620.0,36.0,72.0,5640.0,266.0,2704.0,4856.0,3080.0,,118.0,400.0,1100.0,69.0,15.7,76.0
600,Northwest Missouri State University,MO,1,2729.0,2535.0,1257.0,8.0,29.0,4787.0,472.0,2130.0,3735.0,3136.0,,67.0,250.0,1630.0,62.0,21.7,54.0
601,Park College,MO,2,270.0,225.0,65.0,15.0,35.0,3440.0,4103.0,3750.0,3750.0,,,,700.0,800.0,39.0,18.4,49.0
602,Rockhurst College,MO,2,935.0,858.0,345.0,22.0,50.0,1127.0,754.0,9490.0,9490.0,4100.0,,270.0,500.0,1500.0,60.0,10.7,79.0
603,College of the Ozarks,MO,2,3258.0,338.0,326.0,9.0,40.0,1277.0,195.0,,,,,120.0,600.0,500.0,53.0,14.3,87.0
604,Southeast Missouri State University,MO,1,2281.0,1870.0,1408.0,18.0,43.0,6553.0,1246.0,2550.0,4680.0,2120.0,1420.0,120.0,200.0,2150.0,75.0,17.1,45.0
605,Southwest Baptist University,MO,2,1093.0,1093.0,642.0,12.0,32.0,1770.0,967.0,7070.0,7070.0,1170.0,1330.0,152.0,400.0,1000.0,52.0,15.9,71.0
606,Southwest Missouri State University,MO,1,6118.0,5254.0,3204.0,15.0,37.0,13131.0,3374.0,2370.0,4740.0,880.0,1710.0,166.0,500.0,1360.0,70.0,19.9,56.0
607,Saint Louis University,MO,2,3294.0,2855.0,956.0,44.0,67.0,4576.0,1140.0,11690.0,11690.0,2300.0,2430.0,80.0,800.0,6800.0,84.0,4.6,67.0
608,Stephens College,MO,2,450.0,405.0,194.0,17.0,34.0,614.0,388.0,13900.0,13900.0,2400.0,2800.0,,450.0,2150.0,46.0,10.9,59.0
609,University of Missouri at Columbia,MO,1,6574.0,4637.0,2940.0,32.0,62.0,14782.0,1583.0,3030.0,9057.0,3485.0,,414.0,600.0,1983.0,87.0,12.7,58.0
610,University of Missouri at Rolla,MO,1,1877.0,1826.0,823.0,49.0,77.0,3926.0,561.0,3030.0,9057.0,,,551.0,700.0,1435.0,88.0,14.4,49.0
611,University of Missouri at Kansas City,MO,1,1901.0,1340.0,655.0,33.0,64.0,3416.0,1984.0,3475.0,9501.0,1980.0,1705.0,,,,98.0,11.6,44.0
612,University of Missouri at Saint Louis,MO,1,1618.0,1141.0,479.0,18.0,54.0,4793.0,4552.0,2424.0,7246.0,,,348.0,500.0,4288.0,71.0,13.4,48.0
613,Washington University,MO,2,7654.0,5259.0,1254.0,62.0,93.0,4879.0,1274.0,18350.0,18350.0,3431.0,2344.0,184.0,768.0,1512.0,91.0,3.9,90.0
614,Webster University,MO,2,665.0,462.0,226.0,17.0,44.0,1739.0,1550.0,9160.0,9160.0,2100.0,2240.0,50.0,500.0,500.0,68.0,20.6,48.0
615,Westminster College,MO,2,662.0,553.0,184.0,20.0,43.0,665.0,37.0,10720.0,10720.0,1870.0,2180.0,200.0,600.0,1650.0,66.0,12.5,62.0
616,William Jewell College,MO,2,663.0,547.0,315.0,32.0,67.0,1279.0,75.0,10060.0,10060.0,1780.0,1190.0,256.0,500.0,2600.0,74.0,11.2,59.0
617,William Woods University,MO,2,469.0,435.0,227.0,17.0,39.0,851.0,120.0,10535.0,10535.0,2250.0,2115.0,140.0,550.0,3700.0,39.0,12.9,52.0
618,Missouri Baptist College,MO,2,308.0,,110.0,5.0,23.0,606.0,1142.0,5780.0,5780.0,2650.0,,180.0,,,52.0,17.9,32.0
619,Hannibal-LaGrange College,MO,2,233.0,201.0,169.0,10.0,37.0,493.0,382.0,6050.0,6050.0,2510.0,,260.0,500.0,4680.0,38.0,11.9,
620,Alcorn State University,MS,1,2928.0,1853.0,481.0,,,2326.0,235.0,4474.0,6616.0,,,,600.0,1035.0,45.0,14.1,35.0
621,Belhaven College,MS,2,248.0,197.0,121.0,24.0,51.0,736.0,347.0,7600.0,7600.0,2805.0,,110.0,600.0,725.0,60.0,15.8,
622,Blue Mountain College,MS,2,75.0,75.0,47.0,,,263.0,127.0,3660.0,3660.0,690.0,1400.0,272.0,500.0,2310.0,33.0,11.3,66.0
623,Delta State University,MS,1,967.0,945.0,459.0,15.0,48.0,2806.0,538.0,1812.0,4528.0,1880.0,,482.0,500.0,1200.0,49.0,17.1,58.0
624,Jackson State University,MS,1,4799.0,3278.0,1561.0,,,4786.0,669.0,2230.0,4190.0,1220.0,1226.0,65.0,300.0,,60.0,15.4,41.0
625,Millsaps College,MS,2,905.0,834.0,319.0,32.0,61.0,1073.0,179.0,11320.0,11320.0,2454.0,2048.0,584.0,550.0,1350.0,82.0,12.7,58.0
626,Mississippi College,MS,2,594.0,385.0,307.0,36.0,57.0,1695.0,721.0,5580.0,5580.0,1260.0,1210.0,308.0,600.0,700.0,77.0,16.5,61.0
627,Mississippi University for Women,MS,1,480.0,405.0,380.0,19.0,46.0,1673.0,1014.0,2244.0,4386.0,,,,600.0,1500.0,49.0,15.8,63.0
628,Mississippi State University,MS,1,4255.0,3277.0,1609.0,18.0,57.0,10094.0,1621.0,4946.0,9866.0,1684.0,1400.0,477.0,480.0,1479.0,77.0,15.9,53.0
629,Mississippi Valley State University,MS,1,2800.0,1090.0,580.0,10.0,40.0,2124.0,199.0,2164.0,4306.0,1025.0,1075.0,213.0,275.0,1200.0,43.0,18.6,56.0
630,Rust College,MS,2,1328.0,673.0,282.0,25.0,75.0,1006.0,174.0,4000.0,4000.0,998.0,1050.0,268.0,225.0,,44.0,19.6,49.0
631,Tougaloo College,MS,2,3280.0,578.0,311.0,18.0,49.0,1120.0,33.0,5010.0,5010.0,,,500.0,500.0,800.0,53.0,14.5,53.0
632,University of Mississippi,MS,1,3844.0,3383.0,1669.0,26.0,47.0,7524.0,804.0,1996.0,4916.0,1560.0,2250.0,548.0,600.0,550.0,81.0,20.3,53.0
633,University of Southern Mississippi,MS,1,2850.0,2044.0,1046.0,20.0,50.0,9260.0,1387.0,2392.0,4652.0,1120.0,1350.0,,500.0,500.0,78.0,18.7,45.0
634,William Carey College,MS,2,200.0,165.0,121.0,,,1538.0,419.0,5115.0,5115.0,1470.0,1050.0,100.0,300.0,700.0,36.0,13.6,19.0
635,Carroll College,MT,2,529.0,492.0,261.0,29.0,55.0,1093.0,322.0,8650.0,8650.0,3815.0,,290.0,390.0,1050.0,49.0,14.1,58.0
636,College of Great Falls,MT,2,394.0,394.0,268.0,,,700.0,537.0,5100.0,5100.0,990.0,890.0,140.0,400.0,,50.0,11.8,
637,Montana State University-Billings,MT,1,931.0,912.0,596.0,7.0,23.0,2482.0,868.0,2142.0,5866.0,1900.0,1400.0,60.0,600.0,2000.0,70.0,18.5,40.0
638,Montana College of Mineral Sci. & Tech.       MT,MT,1,572.0,544.0,320.0,45.0,72.0,1470.0,416.0,2013.0,6073.0,1260.0,2140.0,,550.0,1400.0,71.0,16.4,74.0
639,Montana State University,MT,1,3500.0,2836.0,1779.0,15.0,42.0,8730.0,993.0,1576.0,5552.0,3710.0,,648.0,550.0,2300.0,75.0,17.6,37.0
640,"Montana State University, Northern",MT,1,840.0,840.0,611.0,8.0,12.0,1169.0,403.0,3542.0,5879.0,,,,550.0,1200.0,20.0,10.6,
641,Rocky Mountain College,MT,2,560.0,392.0,270.0,11.0,31.0,743.0,118.0,8734.0,8734.0,1966.0,1396.0,85.0,600.0,625.0,56.0,11.3,68.0
642,University of Montana,MT,1,3314.0,2809.0,1563.0,,,7754.0,1388.0,2251.0,6311.0,,,,550.0,,75.0,21.7,30.0
643,Western Montana College,MT,1,376.0,256.0,256.0,,,816.0,1070.0,1935.0,5658.0,,3000.0,,475.0,,50.0,16.4,59.0
644,North Carolina A. & T. State University,NC,1,4809.0,3089.0,1429.0,12.0,33.0,6162.0,871.0,740.0,6806.0,,1780.0,627.0,600.0,1651.0,72.0,16.7,44.0
645,Appalachian State University,NC,1,7313.0,4664.0,1910.0,20.0,63.0,9940.0,1035.0,740.0,6806.0,1420.0,1120.0,718.0,96.0,2000.0,83.0,18.3,70.0
646,University of North Carolina at Asheville,NC,1,1757.0,979.0,394.0,32.0,74.0,2033.0,1078.0,608.0,5972.0,1670.0,1750.0,800.0,600.0,750.0,77.0,13.0,37.0
647,Barton College,NC,2,771.0,643.0,229.0,14.0,37.0,1135.0,505.0,7420.0,7420.0,1720.0,1720.0,330.0,500.0,,55.0,13.7,67.0
648,Barber Scotia College,NC,2,933.0,933.0,480.0,6.0,16.0,704.0,,4045.0,4045.0,1329.0,1466.0,295.0,736.0,2100.0,50.0,13.5,34.0
649,Belmont Abbey College,NC,2,632.0,494.0,129.0,17.0,36.0,709.0,131.0,9000.0,9000.0,4850.0,,920.0,300.0,2480.0,78.0,13.2,52.0
